No.	CAS	SMILES	Status	Exp activity
1095	N.A.	C1(=C(C2(C(CC1(C2(Cl)Cl)Cl)CBr)Cl)Cl)Cl	Training	0
1096	N.A.	O=[N+]([O-])c2ccc(ON=Cc1cc(c(O)c(c1)Br)Br)c(c2)[N+](=O)[O-]	Training	0
1097	N.A.	O(c1cc(c(cc1Cl)Br)Cl)P(OCC)(OCC)=S	Training	0
1098	N.A.	O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))Br	Training	0
1099	N.A.	N#Cc1cc(c(O)c(c1)Br)Br	Training	0
1100	N.A.	O=C(c1ccc(F)cc1)CCCN3CCC(O)(c2ccc(cc2)Br)CC3	Training	0
1101	N.A.	O=[N+]([O-])C(CO)(CO)Br	Training	0
1102	N.A.	O=C2N=C(N)NC(c1ccccc1)=C2Br	Training	0
1103	N.A.	n1nc3n(c1C)c2c(cc(Br)s2)C(=NC3)c4ccccc4Cl	Training	1
1104	N.A.	O=C2N6c1cc(OC)c(OC)cc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67)	Training	0
1105	N.A.	O=C(OC)C=C1CC3OC(C1)CC4(O)(OC(CC(O)CC(=O)OC(CC2OC(O)(C(OC(=O)C=CC=CCCC)C(=CC(=O)OC)C2)C(C=C3)(C)C)C(O)C)CC(OC(=O)C)C4(C)(C))	Training	0
1106	N.A.	c1ccc(cc1)C(c2ccc(cc2)Cl)N4CCN(Cc3ccc(cc3)C(C)(C)C)CC4	Training	2
1107	N.A.	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34))CCC)(C)	Test	1
1108	N.A.	O=C(NO)Cc1ccc(OCCCC)cc1	Training	0
1109	N.A.	O=C(c1c(OC)cc(OC)cc1(OC))CCCN2CCCC2	Training	0
1110	N.A.	O=C(Nc1c(cc(cc1C)C)C)C2N(CCCC)CCC2	Training	0
1111	N.A.	O=C(O)c2cc(NCCCC)c(Oc1ccccc1)c(c2)S(=O)(=O)N	Training	0
1112	N.A.	Oc1c(cc(cc1C(C)(C)C)C)n2nc3ccc(cc3(n2))Cl	Training	0
1113	N.A.	O=C(N3CCN(c1nc(N)c2cc(OC)c(OC)cc2(n1))CCC3)CCC	Training	0
1114	N.A.	O=C(c1cccc(c1)Cl)C(NC(C)(C)C)C	Training	0
1115	N.A.	O=C(OCC)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2(c1(O))	Training	0
1116	N.A.	O=C1N(C(=O)CC2(C1)(CCCC2))CCCCN4CCN(c3ncccn3)CC4	Training	0
1117	N.A.	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	0
1118	N.A.	O=C(OCCCN(CCCC)CCCC)c1ccc(N)cc1	Test	0
1119	N.A.	O=C(OC(C(=O)OCC=C)(C)C)c1cc(ccc1Cl)N2C(=O)C=C(N(C2(=O))C)C(F)(F)F	Training	0
1120	N.A.	O=C(N(Cc1ccccc1)C(C)C)C(C)(C)C	Training	0
1121	N.A.	O=C(OCCOCCN(CC)CC)C(c1ccccc1)CC	Test	0
1122	N.A.	O=C(Nc1ccc(cc1C)C)CC(=O)C	Training	0
1123	N.A.	O=C(O)CCC(=O)O	Training	0
1124	N.A.	c1ccc2c(c1)cccc2CN(C)Cc3ccc(cc3)C(C)(C)C	Training	0
1125	N.A.	O=C(OCCN(CC)CC)C(c1ccccc1)CC	Test	0
1126	N.A.	n1ccn(c1)CC(CCc2ccc(cc2)Cl)Sc3c(cccc3Cl)Cl	Training	2
1127	N.A.	O=C(ON=C(C)C(C)S(=O)(=O)C)NC	Training	0
1128	N.A.	O=[N+]([O-])c1cc(cc(c1(NC(C)CC))[N+](=O)[O-])C(C)(C)C	Training	0
1129	N.A.	O=C(Nc1ccc(cc1)Cl)N(C)C(C#C)C	Training	1
1130	N.A.	O=C(OCCCC)c1ccc(N)cc1	Test	0
1131	N.A.	O=C(OCCCC)c1ccccc1(N)	Test	0
1132	N.A.	O=C(OCCCC)c1ccccc1	Test	0
1133	N.A.	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	Test	0
1134	N.A.	N#CCC(=O)OCCCC	Training	0
1135	N.A.	O(CCCC)CC1OC1	Training	0
1136	N.A.	O=NN(CCCC)CCCCO	Training	0
1137	N.A.	O=C(N(CC(C)C)CC(C)C)SCC	Training	0
1138	N.A.	O=C(OCCCC)c1ccc(O)cc1	Test	1
1139	N.A.	O=C(OCC(=O)OCCCC)c1ccccc1(C(=O)OCCCC)	Test	0
1140	N.A.	O=C(OC2CC3C1OC1C(C2)[N+]3(C)(CCCC))C(c4ccccc4)CO	Test	0
1141	N.A.	O=C(OCCCCCC)CC(OC(=O)CCC)(C(=O)OCCCCCC)CC(=O)OCCCCCC	Training	0
1142	N.A.	O=S(=O)(O)c3cc2ccc(O)c(N=Nc1ccccc1)c2c(c3)S(=O)(=O)O	Training	0
1143	N.A.	N(=Nc1ccc(N)cc1(N))c2ccccc2	Training	1
1144	N.A.	Oc3ccc4ccccc4(c3(N=Nc2ccc(N=Nc1ccccc1C)cc2C))	Training	0
1145	N.A.	Oc2ccc3ccccc3(c2(N=Nc1ccccc1))	Test	0
1146	N.A.	O=C(Nc1nnn[nH]1)c3c(OC(C)C)c2cc(OC)ccc2s3	Training	2
1147	N.A.	O=C2c1c(ncn1C)N(C(=O)N2C)C	Training	0
1148	N.A.	OC3CC(=CC=C1CCCC2(C)(C1CCC2(C(C)CCCC(O)(C)C)))C(=C)CC3	Training	0
1149	N.A.	O=C(O)CCCNC(=O)C(O)C(C)(C)CO	Training	0
1150	N.A.	O=C(O)CCC(=O)C	Training	0
1151	N.A.	O=C(O)CCNC(=O)C(O)C(C)(C)CO	Training	1
1152	N.A.	O=C1NS(=O)(=O)c2ccccc12	Training	0
1153	N.A.	O=C(OC(C)C)Nc1ccc2[nH]c(nc2(c1))c3ncsc3	Training	1
1154	N.A.	O=C1CC2CCC1(C)C2(C)(C)	Training	0
1155	N.A.	O=C(OCCC(C)C)C(NCCN(CC)CC)c1ccccc1	Training	0
1156	N.A.	O(c1ccc4c(c1(OC))CN3CCc2cc5OCOc5(cc2C3C4))C	Training	0
1157	N.A.	O=C(O)C4CCC(NC(=O)C1(CCCC1)CC(C(=O)Oc2ccc3c(c2)CCC3)COCCOC)CC4	Training	0
1158	N.A.	O=C1OC4(CC1)(CCC3C5C=CC2=CC(=O)CCC2(C)C5(CCC34(C)))	Training	2
1159	N.A.	O=C1N=C(NC(=O)OCCCCC)C(F)=CN1C2OC(C)C(O)C2(O)	Training	0
1160	N.A.	O=C(O)CCCCCNC(=O)c1cc(OC)c(OC)c(OC)c1	Training	0
1161	N.A.	O=C1NCCCCC1	Training	0
1162	N.A.	O=C(NCc1ccc(O)c(OC)c1)CCCCC=CC(C)C	Training	2
1163	N.A.	O=C(NC1c2cc(ccc2(OC(C)(C)C1(O)))C(=O)C)c3ccc(F)cc3	Training	0
1164	N.A.	O=C(Oc1cccc2ccccc12)NC	Training	0
1165	N.A.	O=C(N)NN=C1C=C2C(=CC1(=O))N(C)CC2(O)	Training	0
1166	N.A.	O=C(N)NN=C1C=C2C(=CC1(=O))N(C)C(C2)S(=O)(=O)O	Training	0
1167	N.A.	c1ccc3c(c1)[nH]c2ccccc23	Training	0
1168	N.A.	O=C(OC)Nc1nc2ccccc2([nH]1)	Training	1
1169	N.A.	O=C(O)CCC(=O)OC2CCC3(C)(C4C(=O)C=C1C5CC(C(=O)O)(C)CCC5(C)(CCC1(C)C4(C)(CCC3(C2(C)(C)))))	Training	0
1170	N.A.	O=C(OC(C(=O)NCC)C)Nc1ccccc1	Training	0
1171	N.A.	O=C(OCCOCCN(CC)CC)C2(c1ccccc1)(CCCC2)	Training	0
1172	N.A.	O=C(OCC)N1C=CN(C1=S)C	Training	0
1173	N.A.	n1ccccc1C(OCCN(C)C)c2ccc(cc2)Cl	Training	0
1174	N.A.	O=C(OCC)NC(O)C(Cl)(Cl)Cl	Training	0
1175	N.A.	O=C(Oc2cccc1c2(OC(C)(C)C1))NC	Training	0
1176	N.A.	O=CCC3CC(C(=O)C=CC4OC4(CC(OC(=O)CC(OC(=O)C)C(OC)C3(OC2OC(C)C(OC1OC(C)C(OC(=O)CC(C)C)C(O)(C)C1)C(N(C)C)C2(O)))C))C	Training	0
1177	N.A.	O=C(Nc1ccccc1)C2=C(OCCS2)C	Training	1
1178	N.A.	O=C(N)NC(=O)C(CC)(CC)Br	Training	0
1179	N.A.	O=C(NCCCC)NS(=O)(=O)c1ccc(N)cc1	Training	0
1180	N.A.	O=C(OCC)C(Cc1cc(c(F)cc1Cl)N2N=C(N(C2(=O))C(F)F)C)Cl	Training	2
1181	N.A.	O=C(N=C(N)N)c1ccc(c(c1)S(=O)(=O)C)C(C)C	Training	0
1182	N.A.	O=C(OCC(C)(COC(=O)NC(C)C)CCC)N	Test	0
1183	N.A.	O=C1c5cccc(O)c5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(C(=O)C)CC4(OC3OC(C)C(O)C(N)C3))	Test	2
1184	N.A.	O=C(O)c1ccc2[nH]cc(c2(c1))CCCCN4CC=C(c3ccccc3)CC4	Training	0
1185	N.A.	O=C(O)C(c1ccc3c(c1)[nH]c2ccc(cc23)Cl)C	Training	0
1186	N.A.	O=C1Oc2ccccc2(C(=O)N1)	Training	0
1187	N.A.	O=C2Nc1cccc(OCC(O)CNC(C)(C)C)c1CC2	Training	0
1188	N.A.	O=C(OCC2N(C(=O)C2(NC(=O)C(=NOCC(=O)O)c1nc(N)sc1))S(=O)(=O)O)N	Training	0
1189	N.A.	O=C(OC1C(=CCC(C(=C)C)C1)C)C	Training	0
1190	N.A.	O=C(O)c1ccc(cc1)S(=O)(=O)N	Training	0
1191	N.A.	O=C(O)C4=C(CSc1nnc(C)s1)CSC3N4(C(=O)C3(NC(=O)Cn2nnnc2))	Test	0
1192	N.A.	O=C(O)C3=C(C=C)CSC2N3(C(=O)C2(NC(=O)C(=NO)c1nc(N)sc1))	Test	0
1193	N.A.	O=C(O)C4=C(C[N+]1(C)(CCCC1))CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Training	0
1194	N.A.	O=C(OCOC(=O)C(C)(C)C)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(=NOC)c1nc(N)sc1))	Training	0
1195	N.A.	O=C(O)C3=C(C=C)CSC2N3(C(=O)C2(NC(=O)C(=NOCC(=O)O)c1nc(N)sc1))	Training	0
1196	N.A.	O=C(O)C4=C(CSc1nnnn1C)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Test	0
1197	N.A.	O=C(O)C4=C(CSc1nc(c(CC(=O)O)s1)C)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Training	1
1198	N.A.	O=C(O)C4=C(C[n+]1ccc(N)n1CCO)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Training	0
1199	N.A.	O=C(O)C(C(=O)N)=C4SC(C(=O)NC3(OC)(C(=O)N2C(C(=O)O)=C(CSc1nnnn1C)CSC23))S4	Training	0
1200	N.A.	O=C(O)C4=C(CSc1nnnn1CCN(C)C)CSC3N4(C(=O)C3(NC(=O)Cc2nc(N)sc2))	Training	0
1201	N.A.	O=C(OCC3=C(C(=O)O)N2C(=O)C(OC)(NC(=O)Cc1cccs1)C2SC3)N	Training	0
1202	N.A.	O=C(O)C5=C(C[n+]2ccn1ncccc12)CSC4N5(C(=O)C4(NC(=O)C(=NOC)c3nc(N)sn3))	Training	0
1203	N.A.	O=C(O)C5=C(CSc1nnnn1C)CSC4N5(C(=O)C4(NC(=O)C(NC(=O)c2cnc(cc2(O))C)c3ccc(O)cc3))	Training	0
1204	N.A.	O=C(O)C4=C(CSc1nncs1)CSC3N4(C(=O)C3(NC(=O)Cn2nnnc2))	Training	0
1205	N.A.	O=C(O)C4=C(CSC(=O)c1occc1)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Training	0
1206	N.A.	O=C(O)C3=CCSC2N3(C(=O)C2(NC(=O)C(=NOC)c1nc(N)sc1))	Test	0
1207	N.A.	O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)N(CC)CC	Training	0
1208	N.A.	O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)CSc1ccncc1))	Training	0
1209	N.A.	O=C(O)CC(O)CC(O)C=Cc2c(nc(c(c2(c1ccc(F)cc1))COC)C(C)C)C(C)C	Training	2
1210	N.A.	O=C(O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl	Training	0
1211	N.A.	O=C(O)CCc2ccc(OC(=O)C1CCC(CN)CC1)cc2	Training	2
1212	N.A.	c1cc[n+](cc1)CCCCCCCCCCCCCCCC	Training	2
1213	N.A.	O=C(O)CCC(C)C2CCC3C4C(O)CC1CC(O)CCC1(C)C4(CCC23(C))	Training	0
1214	N.A.	OC(c1ccccc1)(c2ccccc2Cl)CCN(C)C	Training	0
1215	N.A.	O=C(O)c1cc(cc(N)c1Cl)Cl	Training	0
1216	N.A.	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl	Training	0
1217	N.A.	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Training	0
1218	N.A.	O=C(Nc1ccc(c(c1)Cl)Cl)C(=C)C	Training	1
1219	N.A.	O=C(Nc1ccc(c(c1)Cl)Br)N(OC)C	Training	1
1220	N.A.	c1ccc(cc1)C(c2ccc(cc2)Cl)N3CCN(C)CC3	Test	0
1221	N.A.	[O-][N+]2=C(c1ccccc1)c3cc(ccc3(N=C(NC)C2))Cl	Training	0
1222	N.A.	N(=CN(C)C)c1ccc(cc1C)Cl	Training	0
1223	N.A.	O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
1224	N.A.	O=S(=O)(Oc1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
1225	N.A.	O=P(OC(=CCl)c1ccc(cc1Cl)Cl)(OCC)OCC	Test	2
1226	N.A.	O=C1C(=C(N)C=NN1c2ccccc2)Cl	Training	0
1227	N.A.	Oc1ccc(c2c1CCC2)Cl	Training	0
1228	N.A.	O=C(OC3(C(=O)C)(CCC2C4C=C(C1=CC(=O)CCC1(C)C4(CCC23(C)))Cl))C	Training	1
1229	N.A.	O=C2N(C)C(c1ccc(cc1)Cl)S(=O)(=O)CC2	Training	0
1230	N.A.	n2c1ccccc1n(c2C)Cc3ccc(cc3)Cl	Test	0
1231	N.A.	O(c1cc(c(OC)cc1Cl)Cl)C	Training	0
1232	N.A.	O(c1ccc(cc1)C(c2ccc(OC)cc2)=C(c3ccc(OC)cc3)Cl)C	Training	2
1233	N.A.	O=C(Nc2ccc(Oc1ccc(cc1)Cl)cc2)N(C)C	Training	2
1234	N.A.	O=C(OCC(O)COc1ccc(cc1)Cl)N	Training	0
1235	N.A.	n1ccccc1C(c2ccc(cc2)Cl)CCN(C)C	Training	0
1236	N.A.	NC(C)(C)Cc1ccc(cc1)Cl	Training	0
1237	N.A.	c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(C)C	Training	0
1238	N.A.	O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	0
1239	N.A.	O=C(OC(C)C)Nc1cccc(c1)Cl	Training	1
1240	N.A.	O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl	Training	0
1241	N.A.	O=C2NC(O)(c1ccc(c(c1)S(=O)(=O)N)Cl)c3ccccc23	Training	0
1242	N.A.	NC(c1c(cccc1Cl)Cl)=S	Training	0
1243	N.A.	O=C1Oc2ccc(cc2(N1))Cl	Test	0
1244	N.A.	O=C(O)C=1Oc2ccccc2(C(=O)C=1)	Training	0
1245	N.A.	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)COC(=O)C(C)C)C5(C)(CC(O)C34))C6CCCCC6)(C)	Training	1
1246	N.A.	N1=C(NCC1)C4CC4(c2ccccc2)(c3ccccc3)	Training	0
1247	N.A.	O=C1NC(=O)SC1Cc3ccc(OCC2(C)(CCCCC2))cc3	Training	2
1248	N.A.	O=C(O)C(=CCCCCSCC(N)C(=O)O)NC(=O)C1CC1(C)(C)	Training	0
1249	N.A.	O=C(O)C3N2C(=O)C(NC(C(=O)OCC)CCc1ccccc1)CCCN2CCC3	Training	0
1250	N.A.	O=C2C=Cc3cc(OCCCC(=O)N(C)C1CCCCC1)ccc3(N2)	Training	0
1251	N.A.	O=C4Nc3ccc(OCCCCc1nnnn1C2CCCCC2)cc3CC4	Training	0
1252	N.A.	N#CN=C(NC)NCCSCc1nc[nH]c1C	Training	0
1253	N.A.	O=C(C=Cc1ccccc1)Nc2ccccc2SCCCN(C)C	Training	1
1254	N.A.	O=C(C=Cc1cc(OC)c(OC)c(OC)c1)N3CCN(CC(=O)N2CCCC2)CC3	Training	0
1255	N.A.	O=C(C=Cc1cccc(F)c1)NC2CC2	Training	1
1256	N.A.	O=C(O)C=Cc1ccccc1	Test	0
1257	N.A.	O=C(OCC=Cc1ccccc1)c2ccccc2(N)	Training	1
1258	N.A.	c1ccc(cc1)C=CCN2CCN(CC2)C(c3ccccc3)c4ccccc4	Test	0
1259	N.A.	O=C(O)C1=NN(c2cc3OCOc3(cc2(C1(=O))))CC	Training	0
1260	N.A.	O=C(C=Cc1cccc(c1)Br)NCC	Training	1
1261	N.A.	O=C(O)C(Oc1ccc(cc1)C2CC2(Cl)Cl)(C)C	Training	0
1262	N.A.	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNCC3)C4CC4	Test	0
1263	N.A.	N1=C(NCC1)COc2ccccc2C3CC3	Training	0
1264	N.A.	O=C(NC2CCN(CCCOc1ccc(F)cc1)CC2(OC))c3cc(c(N)cc3(OC))Cl	Training	0
1265	N.A.	O=C(NC1C(=O)SCC1)C	Training	0
1266	N.A.	O=C(O)CC(O)(C(=O)O)CC(=O)O	Training	0
1267	N.A.	OCC3OC(n2cnc1c(nc(nc12)Cl)N)CC3(O)	Test	0
1268	N.A.	O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(OC)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	0
1269	N.A.	O(CCC1N(C)CCC1)C(c2ccccc2)(c3ccc(cc3)Cl)C	Training	0
1270	N.A.	n2c1ccccc1n(c2CN3CCCC3)Cc4ccc(cc4)Cl	Training	0
1271	N.A.	OC(c1cc(c(N)c(c1)Cl)Cl)CNC(C)(C)C	Training	0
1272	N.A.	O=C(OC2C[N+]1(C)(CCC2(CC1)))C(O)(c3ccccc3)c4ccccc4	Training	0
1273	N.A.	O=C(C(Oc1ccc(cc1)Cl)n2cncc2)C(C)(C)C	Training	2
1274	N.A.	O=C(NC(C1OC(C(O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2	Test	0
1275	N.A.	O=C(OC1C(O)C(O)C(OC1SC)C(NC(=O)C2N(C)CC(CCC)C2)C(C)Cl)CCCCCCCCCCCCCCC	Training	0
1276	N.A.	O=C(NC(C1OC(C(OP(=O)(O)O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2	Training	0
1277	N.A.	O=C(O)C(Oc1ccc(cc1)C3(c2ccc(OC(C(=O)O)(C)CC)cc2)(CCCCC3))(C)CC	Training	0
1278	N.A.	Oc2c1ncccc1c(cc2I)Cl	Training	0
1279	N.A.	c1ccc(cc1)CC(NCc2ccccc2Cl)C	Training	0
1280	N.A.	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(OC(=O)CC)(C(=O)CCl)C4(C)(CC(O)C23(F)))(C)	Training	1
1281	N.A.	OC(C)(Cc1ccc(cc1)Cl)C(C)CN(C)C	Training	0
1282	N.A.	O=C1C=CC3(C(=C1)C(F)CC2C4CC(C)C(C(=O)COC(=O)C(C)(C)C)C4(C)(CC(O)C23Cl))(C)	Training	1
1283	N.A.	FC3C(O)C(OC3(n2cnc1c(nc(nc12)Cl)N))CO	Training	2
1284	N.A.	N=3c1ccccc1N(c2ccc(cc2)Cl)C4=CC(=NC(C)C)C(=CC=34)Nc5ccc(cc5)Cl	Training	0
1285	N.A.	O=S(=O)(N)c1ccc(c(c1)S(=O)(=O)N)Cl	Training	0
1286	N.A.	n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl	Training	1
1287	N.A.	O=C(NCCN(CC)CC)COc1ccc(cc1)Cl	Training	0
1288	N.A.	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	0
1289	N.A.	O=C(O)C(Oc1ccc(cc1)Cl)(C)C	Test	0
1290	N.A.	c1cc(ccc1CCCC[N+](CC)(CC)CCCCCCC)Cl	Training	2
1291	N.A.	Oc1ccc(cc1Cc2ccc(cc2Cl)Cl)C(C)(C)CC(C)(C)C	Training	0
1292	N.A.	O=C(OCC)NC(C)(C)Cc1ccc(cc1)Cl	Training	0
1293	N.A.	O=C1N(OCC1(C)C)Cc2ccccc2Cl	Training	0
1294	N.A.	O=C(O)Cn3c1cc(OC)ccc1c(C(=O)c2ccc(cc2)Cl)c3C	Training	0
1295	N.A.	n1csc(c1C)CCCl	Training	0
1296	N.A.	O(c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)Cl)CCN(CC)CC	Test	2
1297	N.A.	N(=C1NCCN1)c2c(cccc2Cl)Cl	Training	0
1298	N.A.	O=C(O)c2cccnc2(Nc1cccc(c1C)Cl)	Training	1
1299	N.A.	O=C(NN1C(C)CCCC1C)c2ccc(c(c2)S(=O)(=O)N)Cl	Training	0
1300	N.A.	O(CCN1CCCCC1)C(c2ccccc2)c3ccc(cc3)Cl	Training	0
1301	N.A.	O=C(OC)C(c1ccccc1Cl)N3Cc2ccsc2CC3	Training	0
1302	N.A.	Oc1c(c(nc(c1Cl)C)C)Cl	Training	0
1303	N.A.	O=C(O)CCCC=CCC2C(O)CC(O)C2(C=CC(O)COc1cccc(c1)Cl)	Training	0
1304	N.A.	O=C(O)c1nc(ccc1Cl)Cl	Test	0
1305	N.A.	O=C(OC(C)CCCCC)COc1ccc(c2cccnc12)Cl	Training	2
1306	N.A.	C#CCN(C)CCCOc1ccc(cc1Cl)Cl	Training	1
1307	N.A.	OC(c1ccccc1Cl)CNC(C)C	Training	0
1308	N.A.	O=S(=O)(N)c1cc(c(cc1(N))C(=C(Cl)Cl)Cl)S(=O)(=O)N	Training	0
1309	N.A.	O=C4C(=C3CCC1C(CCC2(C)(C(O)CCC12))C3(C)CC4)Cl	Training	1
1310	N.A.	O=[N+]([O-])N=C(NC)NCc1cnc(Cl)s1	Training	0
1311	N.A.	N=2c1ccccc1Sc4ccc(cc4(C=2N3CCN(C)CC3))Cl	Training	0
1312	N.A.	O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2ccccc2Cl)C3SC4(C)(C)	Training	0
1313	N.A.	N=2c4cc(ccc4(Nc1ccccc1C=2N3CCN(C)CC3))Cl	Training	0
1314	N.A.	O=C(O)c2c(O)cc1C(=O)c3c(O)c(O)c(c(O)c3(C(=O)c1c2C))C4OC(CO)C(O)C(O)C4(O)	Training	0
1315	N.A.	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Test	0
1316	N.A.	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC)	Training	0
1317	N.A.	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC(=O)C)	Test	0
1318	N.A.	O=C3C2=C1CCC4CC(O)CCC4(C)(C1CCC2(C)C(C3)C(C)CCCC(C)C)	Training	0
1319	N.A.	O=C3C=C2CCC1C4CCC(C(=O)CO)C4(C)(CC(O)C1C2(C)CC3)	Test	1
1320	N.A.	O=C4C=C3CCC2C(CCC1(C)(C2(CCC1(O)(C(=O)CO))))C3(C)CC4	Training	1
1321	N.A.	O=C2N(C)C(c1cnccc1)CC2	Training	0
1322	N.A.	O=C1Oc2ccccc2(C=C1)	Training	0
1323	N.A.	O=C1Oc4ccccc4(C(O)=C1C3c2ccccc2CCC3)	Training	0
1324	N.A.	O=C(O)C=3Oc4cccc(OCC(O)COc2cccc1OC(=CC(=O)c12)C(=O)O)c4(C(=O)C=3)	Training	0
1325	N.A.	O=C(C=CC)N(c1ccccc1C)CC	Training	0
1326	N.A.	O=C(NN=CC=CC)c1ccncc1	Test	0
1327	N.A.	O=P(Oc1ccc(cc1Cl)C(C)(C)C)(OC)NC	Training	1
1328	N.A.	N#CNC#N	Training	0
1329	N.A.	N#CC(Nc1nc(nc(n1)Cl)NCC)(C)C	Training	0
1330	N.A.	N#CCC(=O)O	Training	0
1331	N.A.	O=C(O)C3N2C(=O)C(NC(=O)C1(N)(CCCCC1))C2SC3(C)(C)	Training	0
1332	N.A.	O=S(=O)(O)NC1CCCCC1	Training	0
1333	N.A.	c1ccc(cc1)C(c2ccccc2)N3CCN(C)CC3	Training	0
1334	N.A.	O=C(N(CC)C1CCCCC1)SCC	Training	0
1335	N.A.	c1ccc3c(c1)C=Cc2ccccc2C3(=CCCN(C)C)	Test	0
1336	N.A.	OC1CCCCCCCCCCC1	Training	0
1337	N.A.	O=C1CCCCCCCCCCC1	Training	0
1338	N.A.	N=1C(=NC(N(C=1N)c2ccc(cc2)Cl)(C)C)N	Training	0
1339	N.A.	ON=C1CCCCC1	Training	0
1340	N.A.	O=C(C)C1C(=O)CCCC1	Training	0
1341	N.A.	O=C1NC(=O)CC(C1)CC(O)C2C(=O)C(C)CC(C)C2	Training	2
1342	N.A.	O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))CC3CCCC3	Test	0
1343	N.A.	O=C(OCCN(C)C)C(c1ccccc1)C2(O)(CCCC2)	Training	0
1344	N.A.	O=P1(OCCCN1)N(CCCl)CCCl	Test	0
1345	N.A.	O=C1NC(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)NC(C(=O)N(C)CC(=O)N(C)C(C(=O)NC(C(=O)N(C)C(C(=O)NC1C)CC(C)C)C(C)C)CC(C)C)CC)C(O)C(C)CC=CC)C(C)C)CC(C)C)CC(C)C)C	Training	0
1346	N.A.	O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))C4CC3C=CC4(C3)	Training	0
1347	N.A.	N#Cc2ccc(Oc1ccc(OC(C(=O)OCCCC)C)cc1)c(F)c2	Training	0
1348	N.A.	O=C(N)C3c1ccccc1CCc2ccccc23	Training	0
1349	N.A.	N#CC(=NOC)C(=O)NC(=O)NCC	Training	0
1350	N.A.	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	0
1351	N.A.	N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	0
1352	N.A.	n1c(nc(cc1C)C2CC2)Nc3ccccc3	Training	1
1353	N.A.	c1ccc3c(c1)C=Cc2ccccc2C3=C4CCN(C)CC4	Training	0
1354	N.A.	O=C(Nc1ccc(c(c1)Cl)Cl)C2CC2	Training	0
1355	N.A.	O=C(OC4(C(=O)C)(CCC3C5C=C(C2=CC(=O)C1CC1C2(C)C5(CCC34(C)))Cl))C	Training	0
1356	N.A.	n1c(nc(nc1N)NC2CC2)N	Training	0
1357	N.A.	O=C(O)C(O)c1ccccc1	Training	0
1358	N.A.	OCC(O)C(O)C(O)CO	Training	0
1359	N.A.	OCC(O)C(O)C(O)C(O)CO	Training	0
1360	N.A.	O=C(O)C(N)CC(C)C	Training	0
