ID	CAS	SMILES	Set	Binding Exp
1198	-	O=S(=O)(Oc1ccc2OC(OCC)C(c2(c1))(C)C)C	Training	0
1199	-	O=C1C=CSN1CCCCCCCC	Training	0
1200	-	O=CNC(N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	Training	0
1201	-	O=C(O)C(C)(CC)CCC(C)C	Training	0
1202	-	N(CCCC)(CCCC)CCCCCCN(CCCC)CCCC	Training	0
1203	-	O=C(OC(C)COCC(OC(=O)c1ccccc1)C)c2ccccc2	Training	0
1204	-	O=C(OCCCCCCCC(C)C)CCCCC(=O)OCCCCCCCC(C)C	Training	0
1205	-	Oc1ccccc1CCCCCCCCCCCC	Training	2
1206	-	O=C1N(N=CC(=NC)C1Cl)c2cccc(c2)C(F)(F)F	Training	0
1207	-	O=S(=O)(O)c4ccccc4(C=Cc1ccc(cc1)c2ccc(cc2)C=Cc3ccccc3S(=O)(=O)O)	Training	0
1208	-	Oc1ccc(cc1)C(c2ccc(O)cc2)(c3ccc(O)cc3)C	Training	2
1209	-	n1c(nc(nc1NC(C)(C)C)SC)NC2CC2	Training	0
1210	-	O=C(N(CC)CC)SCc1ccc(cc1)Cl	Training	0
1211	-	O=C(OCCCCCCC(C)C)c1ccccc1(C(=O)OCCCCCCC(C)C)	Training	0
1212	-	O=S(=O)(O)c1ccc(cc1)Nc2ccc(cc2)C(=C4C=CC(=Nc3ccc(cc3S(=O)(=O)O)S(=O)(=O)O)C=C4)c5ccc(N)c(c5)C	Training	0
1213	-	c1ccc2c(c1)ccc(c2C)C	Training	0
1214	-	O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1	Training	0
1215	-	n2nc1c(cccc1C)[nH]2	Training	0
1216	-	OC(OCCCC)CC	Training	0
1217	-	O=C(OCCCCCC(C)C)C=C	Training	0
1218	-	OCC1OC(OCCCCCCCC)C(O)C(O)C1(O)	Training	0
1219	-	OCC1OC(OCCCCCCCCCC)C(O)C(O)C1(O)	Training	0
1220	-	CCCC[N+](C)(CCCC)CCCC	Training	0
1221	-	O=C1NC(=O)N(C=C1C)C2OC(CO)C(N=[N+]=N)C2	Training	0
1222	-	O=C(NP(=O)(OC)SC)C	Training	0
1223	-	O=C(OC(C)C)C=C(OP(OC)(NCC)=S)C	Training	0
1224	-	O=C(O)c1cc(O)c2ccccc2(c1(O))	Training	0
1225	-	O=C(C1=C(C)C2CC3(C1)(C(C)CCC3(C2(C)(C))))C	Training	2
1226	-	O=C2N(c1cc(cc(c1)Cl)Cl)C(=O)C3(C)(CC23(C))	Training	0
1227	-	N(=CN(C=Nc1ccc(cc1C)C)C)c2ccc(cc2C)C	Training	0
1228	-	Nc1ccc(cc1)CCCCC	Training	0
1229	-	O=[N+]([O-])c1cc(cc(c1(NC(C)CC))[N+](=O)[O-])C(C)(C)C	Training	0
1230	-	O=C(OCCCCCCC(C)C)CCCCC(=O)OCCCCCCC(C)C	Training	0
1231	-	OCCCCCCCC=CC=CC	Training	0
1232	-	O=C(NC)N(c1nnc(C(C)(C)C)s1)C	Training	0
1233	-	O=C(N(c1c(cccc1CC)C)COCC)CCl	Training	0
1234	-	OC(OCCCOC)CC	Training	0
1235	-	O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(cc2)Cl	Training	0
1236	-	n1ccn(c1)CC(OCC=C)c2ccc(cc2Cl)Cl	Training	0
1237	-	O=C2Oc1cc(cnc1N2CSP(=O)(OC)OC)Cl	Training	0
1238	-	N#CCCC(C#N)(CBr)Br	Training	0
1239	-	O=C(OCCCCCCCC(C)C)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C	Training	0
1240	-	O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2	Training	0
1241	-	O=S(=O)(O)c2cc(O)c3c(N=Nc1ccccc1C(F)(F)F)c(N)ccc3(c2)	Training	0
1242	-	O=C(N(CC=C)CC=C)C(Cl)Cl	Training	0
1243	-	O=C(NCNC(=O)NC1C(=O)NC(=O)N1(CO))NC2C(=O)NC(=O)N2(CO)	Training	0
1244	-	O=C(Oc1c(cc(cc1CCCCCC(C)C)[N+](=O)[O-])[N+](=O)[O-])C=CC	Training	0
1245	-	N#CC(OC(=O)C1C(C)(C)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	0
1246	-	O(c1ccc(N)cc1)CCCCCC	Training	0
1247	-	O=C1CCC(CC1)CCC	Training	0
1248	-	O=P(Oc1ccc(cc1Cl)Br)(OCC)SCCC	Training	0
1249	-	n1c(nn(c1Cl)C(C)C)OP(OCC)(OCC)=S	Training	0
1250	-	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)C(F)(F)F)cc2(OCC)	Training	0
1251	-	O=C(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C	Training	0
1252	-	c1ccc(cc1)c3cc(c2ccccc2)[n+](n3C)C	Training	0
1253	-	O=C(c1ccc(OC(C(=O)OC(C)C)(C)C)cc1)c2ccc(cc2)Cl	Training	0
1254	-	O=C1OC(C=C)(C(=O)N1c2cc(cc(c2)Cl)Cl)C	Training	0
1255	-	O=C(O)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	0
1256	-	O=C(O)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	0
1257	-	O=C(N(c1c(cccc1CC)C)C(C)COC)CCl	Training	0
1258	-	O=C1N=C(N(C(=O)N1C2CCCCC2)C)N(C)C	Training	0
1259	-	O=C(OC)C(Oc2ccc(Oc1ccc(cc1Cl)Cl)cc2)C	Training	0
1260	-	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Training	0
1261	-	O(c1ccccc1)c2cccc(c2)CBr	Training	2
1262	-	O=C(Nc1ccccc1)Nc2cnns2	Training	0
1263	-	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	0
1264	-	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(Cl)Cl)C3(C)(C)	Training	0
1265	-	O=C(Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])C(O)(C)C	Training	0
1266	-	N#CC(OC(=O)C1C(C=C(Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	0
1267	-	n1c(nc(cc1C)C)Nc2ccccc2	Training	0
1268	-	O=C(OCCCCCCC(C)C)c1ccc(C(=O)OCCCCCCC(C)C)c(c1)C(=O)OCCCCCCC(C)C	Training	0
1269	-	O(CC)P(OCC)(OC(C(Cl)(Cl)Cl)Cl)=S	Training	0
1270	-	OC(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C	Training	0
1271	-	O=[N+]([O-])c1cc(cc(c1N(CC(=C)C)CC)[N+](=O)[O-])C(F)(F)F	Training	0
1272	-	O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCCC)CCCC	Training	0
1273	-	O=S1(=O)(C(=C(C)S(=O)(=O)CC1)C)	Training	0
1274	-	O=C(O)COc1nc(c(cc1Cl)Cl)Cl	Training	0
1275	-	O=C(OCC#CI)NCCCC	Training	0
1276	-	O=C(Oc1cc(nnc1c2ccccc2)Cl)SCCCCCCCC	Training	0
1277	-	O=C1C=C(OS(=O)(=O)N1)C	Training	0
1278	-	O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C	Training	0
1279	-	OC(OCC(OC(OCCCC)CC)C)CC	Training	0
1280	-	O=C(OC)C(N(C(=O)COC)c1c(cccc1C)C)C	Training	0
1281	-	N#CC(=NOC)C(=O)NC(=O)NCC	Training	0
1282	-	O=C(OCc1ccccc1)CCCCC(=O)OCC(CC)CCCC	Training	0
1283	-	O=C(OCCC(C)CC(C)(C)C)C	Training	0
1284	-	O=C1N(CCCCC1)CCCCCCCCCCCC	Training	0
1285	-	O=C(ON=C(C)SC)N(C)SN(C(=O)ON=C(C)SC)C	Training	0
1286	-	O=C1C(=CN(C=C1c2cccc(c2)C(F)(F)F)C)c3ccccc3	Training	0
1287	-	n1cnn(c1)CC2(OCC(O2)CCC)c3ccc(cc3Cl)Cl	Training	0
1288	-	O=C1NC(C(=O)N1c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])(C)C	Training	0
1289	-	O=C1C(=C(Cl)SN1CCCCCCCC)Cl	Training	0
1290	-	O=C(OCCOCCCC)COc1nc(c(cc1Cl)Cl)Cl	Training	0
1291	-	O=C(N5CCN(c4ccc(OCC1OC(OC1)(c2ccc(cc2Cl)Cl)Cn3cncc3)cc4)CC5)C	Training	0
1292	-	n1c(nc(nc1N)NC2CC2)N	Training	0
1293	-	O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F	Training	0
1294	-	O=[N+]([O-])CC(=NC)NCCSCc1oc(cc1)CN(C)C	Training	0
1295	-	O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(o1))Cl)cc3)C	Training	0
1296	-	O=C(O)CCCCC(=O)OC(C)COC(=O)CCCCCCCCCCC	Training	0
1297	-	FC(F)(F)c3ccc(C=CC(=NN=C1NCC(C)(C)CN1)C=Cc2ccc(cc2)C(F)(F)F)cc3	Training	2
1298	-	O1C(C)CN(CC1C)CC(C)Cc2ccc(cc2)C(C)(C)C	Training	0
1299	-	O=C(n1cncc1)N(CCOc2c(cc(cc2Cl)Cl)Cl)CCC	Training	0
1300	-	Oc1ccc(cc1)C(c2ccc(OCCN(C)C)cc2)=C(c3ccccc3)CC	Training	2
1301	-	N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	0
1302	-	O=C(Nc1ccccc1)Nc2ccnc(c2)Cl	Training	0
1303	-	O=C(OCCOC1CC3CC1C2C=CCC23)C(=C)C	Training	0
1304	-	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3	Training	0
1305	-	O=C(OCCCCCCCC(C)C)c1ccccc1(C(=O)OCCCCCCCC(C)C)	Training	0
1306	-	O=C(OCCCCCCC)CCCCC(=O)OCCCCCCCCC	Training	0
1307	-	O=S(=O)(O)c3ccc(N=Nc2cc(OC)c(N=Nc1ccc(OC)cc1)cc2C)cc3	Training	0
1308	-	FC(F)(F)c2cc(ccc2(N=C(n1cncc1)COCCC))Cl	Training	0
1309	-	O(C)[Si](OC)(OC)CCC[N+](C)(CCCCCCCCCC)CCCCCCCCCC	Training	0
1310	-	O=C2N(c1ccccc1)CSC(=NC(C)(C)C)N2C(C)C	Training	0
1311	-	O=C(O)COc1nc(F)c(c(N)c1Cl)Cl	Training	0
1312	-	O=C3NC=Nc1c3(ncn1C2OC(CO)CC2)	Training	0
1313	-	O=C(OCCCC)C(Oc2ccc(Oc1ncc(cc1)C(F)(F)F)cc2)C	Training	0
1314	-	OC1CCC(CCCC)CC1	Training	0
1315	-	O=C(N1CCOC12(CCCCC2))C(Cl)Cl	Training	0
1316	-	O=C5OC2CC(OC1(OC(C(C=C1)C)C(C)CC)C2)CC=C(C)C(OC4OC(C)C(OC3OC(C)C(O)C(OC)C3)C(OC)C4)C(C=CC=C6COC7C(O)C(=CC5C67(O))C)C	Training	0
1317	-	O=C(NS(=O)(=O)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	0
1318	-	O=C(OCC)NCCOc2ccc(Oc1ccccc1)cc2	Training	0
1319	-	O=C1CC(CC(=O)C1C(=NOCC)CCC)CC(C)SCC	Training	0
1320	-	n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl	Training	0
1321	-	O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)CC)C12)C)CC(O)C3	Training	0
1322	-	O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C	Training	0
1323	-	OC(C(n1ncnc1)Cc2ccc(cc2)Cl)C(C)(C)C	Training	0
1324	-	O=C(OC(C(=O)OCC)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	0
1325	-	O=C(NCO)N(CO)C1C(=O)N(C(=O)N1(CO))CO	Training	0
1326	-	O=C(NC1CCCCC1)N3C(=O)SC(c2ccc(cc2)Cl)C3C	Training	0
1327	-	c1cc(ccc1CCCCC)Cl	Training	0
1328	-	O=C(OC)c1c(ccs1)S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC	Training	0
1329	-	O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C)	Training	0
1330	-	O=[N+]([O-])c2cc(c(c(c2(Nc1ncc(cc1Cl)C(F)(F)F))[N+](=O)[O-])Cl)C(F)(F)F	Training	0
1331	-	O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)(C)CC)C12)C)CC(O)C3	Training	0
1332	-	OC(c1ccc(cc1Cl)Cl)(Cn2ncnc2)CCCC	Training	0
1333	-	O(c1ccccc1)c2cccc(c2)COCC(c3ccc(OCC)cc3)(C)C	Training	0
1334	-	O=C(O)CC(O)CC(O)CCC2C(C=CC1=CC(O)CC(OC(=O)C(C)CC)C12)C	Training	0
1335	-	O=C(O)c2cccnc2(C1=NC(C(=O)N1)(C)C(C)C)	Training	0
1336	-	O=C(O)c2cc3ccccc3(nc2(C1=NC(C(=O)N1)(C)C(C)C))	Training	0
1337	-	O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))CC	Training	0
1338	-	O=C(OC)c2ccc(cc2(C1=NC(=O)C(N1)(C)C(C)C))C	Training	0
1339	-	O=C(OC(C)CCCCCC)COc1nc(F)c(c(N)c1Cl)Cl	Training	0
1340	-	CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC	Training	0
1341	-	O=C1N(OCC1(C)C)Cc2ccccc2Cl	Training	0
1342	-	O=C(OCCCCCC)CC(OC(=O)CCC)(C(=O)OCCCCCC)CC(=O)OCCCCCC	Training	0
1343	-	O=C(Nc1onc(c1)C(C)(CC)CC)c2c(OC)cccc2(OC)	Training	0
1344	-	O=C(c2ccc(OCCN1CCCCC1)cc2)c5c3ccc(O)cc3sc5(c4ccc(O)cc4)	Training	2
1345	-	O=C(OCc2cccc(c1ccccc1)c2C)C3C(C=C(C(F)(F)F)Cl)C3(C)(C)	Training	0
1346	-	OC(C(=Cc1ccc(cc1Cl)Cl)n2ncnc2)C(C)(C)C	Training	0
1347	-	O=C(O)c1c2ncc(cc2(ccc1Cl))Cl	Training	0
1348	-	O=C5C=C4CCC3C(C(c1ccc(cc1)N(C)C)CC2(C)(C3(CCC2(O)(C#CC))))C4CC5	Training	2
1349	-	Oc1ccc(cc1)CCCCCCC(C)C	Training	2
1350	-	OCn1nc(cc1C)C	Training	0
1351	-	Fc1ccc(cc1)[Si](c2ccc(F)cc2)(C)Cn3ncnc3	Training	0
1352	-	O=C(c1nc(c2ccccc2(c1))c3ccccc3Cl)N(C)C(C)CC	Training	0
1353	-	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3	Training	0
1354	-	O=C(NC(=O)c1c(F)cccc1(F))Nc2cc(c(OC(F)(F)C(F)F)c(c2)Cl)Cl	Training	0
1355	-	O=C(OCCCCC)COc1cc(c(F)cc1Cl)N2C(=O)C3=C(C2(=O))CCCC3	Training	0
1356	-	O=C(N(c1c(csc1C)C)C(C)COC)CCl	Training	0
1357	-	O(Cc1ccccc1C)C3CC2(OC3(C)(CC2))C(C)C	Training	0
1358	-	O=C2CC(c1c(cc(cc1C)C)C)CC(=O)C2C(=NOCC)CC	Training	0
1359	-	N#CC(c1ccc(cc1)Cl)(Cn2ncnc2)CCCC	Training	0
1360	-	O=S(=O)(Oc1ccccc1)CCCCCCCCCCCCCCC	Training	0
1361	-	OC(c1ccc(cc1)Cl)(Cn2ncnc2)C(C)C3CC3	Training	0
1362	-	O=C(OCC)C1CC(=O)C(C(=O)C1)C(=O)C2CC2	Training	0
1363	-	n1ccccc1OC(C)COc3ccc(Oc2ccccc2)cc3	Training	0
1364	-	n1cc(OP(OCC)(OC(C)C)=S)cnc1C(C)(C)C	Training	0
1365	-	O=C1C(=C(C=NN1C(C)(C)C)SCc2ccc(cc2)C(C)(C)C)Cl	Training	0
1366	-	O=C1NC(=O)SC1Cc4ccc(OCC3(Oc2c(c(c(O)c(c2CC3)C)C)C)(C))cc4	Training	0
1367	-	O=C1C=CC4(C)(C(N1)CCC2C4(CCC3(C)(C(C(=O)NC(C)(C)C)CCC23)))	Training	0
1368	-	O=C1N(CCS1)P(=O)(OCC)SC(C)CC	Training	0
1369	-	O=S(=O)(Nc1c(F)cccc1(F))c2nc3nc(ccn3(n2))C	Training	0
1370	-	O=C(OC(C)CCCCC)COc1ccc(c2cccnc12)Cl	Training	0
1371	-	O=C(NC(=O)c1c(F)cccc1(F))Nc3ccc(Oc2ccc(cc2Cl)C(F)(F)F)cc3(F)	Training	0
1372	-	O=C(NC(=O)c1c(F)cccc1(F))Nc2cc(c(OC(F)(F)C(F)C(F)(F)F)cc2Cl)Cl	Training	0
1373	-	O=C1C4=C(C(=O)N1c3cc2c(OCC(=O)N2CC#C)cc3(F))CCCC4	Training	0
1374	-	O=C(O)c2cc(cnc2(C1=NC(=O)C(N1)(C)C(C)C))C	Training	0
1375	-	O=C(c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C)C2C(=O)CCCC2(=O)	Training	0
1376	-	O=C(Nc1nn[nH]n1)c3c(OC(C)C)c2cc(OC)ccc2s3	Training	0
1377	-	O=C(OCC#C)C(Oc2ccc(Oc1ncc(cc1(F))Cl)cc2)C	Training	0
1378	-	O=C1c3ccc(O)cc3(C(=O)N1c2c(cccc2C(C)C)C(C)C)	Training	2
1379	-	OC(Cn1ncnc1)(CCc2ccc(cc2)Cl)C(C)(C)C	Training	0
1380	-	O=C(OCCC(C)C(CC)CC)C	Training	0
1381	-	C(#CC)c1nc(nc(c1)C)Nc2ccccc2	Training	0
1382	-	O=C(C=C(c1ccc(cc1)Cl)c2ccc(OC)c(OC)c2)N3CCOCC3	Training	0
1383	-	O=C1NC(=O)SC1Cc3ccc(OCCc2ncc(cc2)CC)cc3	Training	0
1384	-	O=C(OC(C)(C)C)c1ccc(cc1)CON=Cc3c(nn(c3(Oc2ccccc2))C)C	Training	0
1385	-	N#CN=C2N(Cc1cnc(cc1)Cl)CCS2	Training	0
1386	-	O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)c2ncccc2(C(=O)N(C)C)	Training	0
1387	-	O=C(NN(C(=O)c1ccccc1)C(C)(C)C)c2ccc(cc2)Cl	Training	0
1388	-	FC(F)C(F)(F)OCC(c1ccc(cc1Cl)Cl)Cn2ncnc2	Training	0
1389	-	O=C(NN(C(=O)c1cc(cc(c1)C)C)C(C)(C)C)c2ccc(cc2)CC	Training	0
1390	-	O=C(O)CN2C(=O)N(C(=O)c1ccc(cc12)Cl)Cc3ccc(cc3(F))Br	Training	0
1391	-	N#Cc1ccc(cc1)C(c2ccc(C#N)cc2)n3ncnc3	Training	0
1392	-	O=C(O)C2(C(=O)Nc1ccc(cc1Cl)Cl)(CC2)	Training	0
1393	-	O=C(O)COc1ccc(cc1)CC(NCC(O)c2nc(C(F)(F)F)sc2)C	Training	0
1394	-	O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))COC	Training	0
1395	-	N#CC(c1ccccc1)(Cn2ncnc2)CCc3ccc(cc3)Cl	Training	0
1396	-	n1cnn(c1)CC2(OCC(C2)Br)(c3ccc(cc3Cl)Cl)	Training	0
1397	-	O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(OC(F)(F)C(F)OC(F)(F)F)c(c2)Cl	Training	0
1398	-	O=C(OC)CSc3cc(N=C1N2N(C(=O)S1)CCCC2)c(F)cc3Cl	Training	0
1399	-	O=C(OC)C(=COC)c1ccccc1COc2nc(ccc2)C(F)(F)F	Training	0
1400	-	O=C(OC)c2c(nc(c(C1=NCCS1)c2CC(C)C)C(F)(F)F)C(F)F	Training	0
1401	-	O1CC(OC12(CCC(CC2)C(C)(C)C))CN(CC)CCC	Training	0
1402	-	n1cnn(c1)CC2(OCC(O2)C)c4ccc(Oc3ccc(cc3)Cl)cc4Cl	Training	0
1403	-	O=C(OC(C)CC)N1CCCCC1CCO	Training	0
1404	-	N#Cc1nn(c(N)c1S(=O)C(F)(F)F)c2c(cc(cc2Cl)C(F)(F)F)Cl	Training	0
1405	-	N#Cc2nc(c(c1ccc(cc1)C)n2S(=O)(=O)N(C)C)Cl	Training	0
1406	-	O=C(OCC)COc1ccc3c(c1)CC(NCC(O)c2cccc(c2)Cl)CC3	Training	0
1407	-	n1c(nc(cc1C)C2CC2)Nc3ccccc3	Training	0
1408	-	N#Cc2c(c1ccc(cc1)Cl)n(c(c2Br)C(F)(F)F)COCC	Training	0
1409	-	O=C1N(N=C(N1C(F)F)C)c2cc(NS(=O)(=O)C)c(cc2Cl)Cl	Training	0
1410	-	O=C(O)C4CCC(NC(=O)C1(CCCC1)CC(C(=O)Oc2ccc3c(c2)CCC3)COCCOC)CC4	Training	0
1411	-	O=C2NN=C(C)CN2(N=Cc1cnccc1)	Training	0
1412	-	O=C(O)c1c(cccc1Sc2nc(OC)cc(n2)OC)Cl	Training	0
1413	-	O=C(N(C)C3CCC1(OCCC1)CC3(N2CCCC2))Cc5cccc4occc45	Training	0
1414	-	Fc3ccc(Oc2ccnc1cc(cc(c12)Cl)Cl)cc3	Training	0
1415	-	OC3(Cn1ncnc1)(C(Cc2ccc(cc2)Cl)CCC3(C(C)C))	Training	0
1416	-	O=C(O)c3c(Oc1nc(OC)cc(n1)OC)cccc3(Oc2nc(OC)cc(n2)OC)	Training	0
1417	-	O1c2ccc(cc2(OC1))CCN5CCCC(OC(c3ccccc3)c4ccccc4)C5	Training	0
1418	-	O=C(OCC)C(Cc1cc(c(F)cc1Cl)N2N=C(N(C2(=O))C(F)F)C)Cl	Training	0
1419	-	O=S(CCCCCCCCCC3Cc1cc(O)ccc1C2CCC4(C)(C(O)CCC4(C23)))CCCC(F)(F)C(F)(F)F	Training	2
1420	-	O=C(OCC)COc1cc(c(F)cc1Cl)c2nn(c(OC(F)F)c2Cl)C	Training	0
1421	-	O=C4OC(c2ccc(Oc1ccccc1)cc2)(C(=O)N4(Nc3ccccc3))C	Training	0
1422	-	N#Cc3ccccc3(Oc2ncnc(Oc1ccccc1C(=COC)C(=O)OC)c2)	Training	0
1423	-	OC2(C(=Cc1ccc(cc1)Cl)CCC2(C)(C))(Cn3ncnc3)	Training	0
1424	-	Fc1ccc(cc1)C3(OC3(c2ccccc2Cl))(Cn4ncnc4)	Training	0
1425	-	O=C(O)c1cccc(c1)CC5COc4ccc(OCc3nc2cc(F)ccc2s3)cc4C5(O)	Training	0
1426	-	O=C(O)CC(O)CC(O)CCn4c(c1ccc(F)cc1)c(c2ccccc2)c(C(=O)Nc3ccccc3)c4C(C)C	Training	0
1427	-	O=C(OC(C(=O)OCC=C)(C)C)c1cc(ccc1Cl)N2C(=O)C=C(N(C2(=O))C)C(F)(F)F	Training	0
1428	-	O=C(N)N3C(=O)C(C(=O)c1cc(cs1)Cl)c2cc(F)c(cc23)Cl	Training	0
1429	-	O=C(c2cccc1nnsc12)SC	Training	0
1430	-	N#CN=C(N(C)Cc1cnc(cc1)Cl)C	Training	0
1431	-	O=[N+]([O-])N=C1NCCN1Cc2cnc(cc2)Cl	Training	0
1432	-	O=C(N)N(O)C2c3ccc(OCc1ccccc1)cc3(OC2)	Training	0
1433	-	O=C2NC(=N)SC2(=Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)	Training	0
1434	-	Fc1ccc(cc1)CCN2CCC(CC2)C(O)c3cccc(OC)c3(OC)	Training	0
1435	-	O=C(c1cnoc1C2CC2)c3ccc(cc3S(=O)(=O)C)C(F)(F)F	Training	0
1436	-	O=C(OC)C(=NOC)c1ccccc1CON=C(c2cccc(c2)C(F)(F)F)C	Training	0
1437	-	O=C(N(c1ccc(F)cc1)C(C)C)COc2nnc(C(F)(F)F)s2	Training	0
1438	-	O=C(OC)N(C(=O)N2N=C3c1ccc(cc1CC3(OC2)(C(=O)OC))Cl)c4ccc(OC(F)(F)F)cc4	Training	0
1439	-	O=C(OC)c1ccc(cc1S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC)I	Training	0
1440	-	O=S(=O)(Nc1c(cccc1Cl)Cl)c2nc3cc(F)nc(OCC)n3(n2)	Training	0
1441	-	FC(F)(F)Oc1ccc(OC)c(c1)CNC3CCCNC3(c2ccccc2)	Training	0
1442	-	O=C1OC3(C(OC(=O)C(C)(C)CC)=C1c2cc(cc(c2)Cl)Cl)(CCCCC3)	Training	0
1443	-	N=2c1cc(cc(c1CN3C=2CCCCC3)Cl)Cl	Training	0
1444	-	O=C(OC(C)C)NNc1cc(ccc1(OC))c2ccccc2	Training	0
1445	-	O=C1CC(CC(=O)C1C(=NOCC=CCl)CC)C2CCOCC2	Training	0
1446	-	Fc1cccc(F)c1C3=NC(c2ccc(cc2(OCC))C(C)(C)C)CO3	Training	0
1447	-	O=[N+]([O-])N=C1N(C)COCN1Cc2cnc(Cl)s2	Training	0
1448	-	O=C5OC2CC(OC1(OC(C(C=C1)C)C(C)CC)C2)CC=C(C)C(OC4OC(C)C(OC3OC(C)C(NC)C(OC)C3)C(OC)C4)C(C=CC=C6COC7C(O)C(=CC5C67(O))C)C	Training	0
1449	-	O=C(NC(C(=O)CCl)(C)CC)c1cc(c(c(c1)Cl)C)Cl	Training	0
1450	-	O=C(O)C5(c4ccc3c(OCC(Cc1ccc(cc1)c2ccccc2)C3(O))c4)(CCCC5)	Training	0
1451	-	O=C(N=C(N)N)c1ccc(c(c1)S(=O)(=O)C)C(C)C	Training	0
1452	-	O=C(NN(C(=O)c1cc(cc(c1)C)C)C(C)(C)C)c2cccc(OC)c2C	Training	0
1453	-	O=C3N(Nc1ccccc1)C(=NC3(c2ccccc2)C)SC	Training	0
1454	-	O=C(O)CCCCn3c1ccccc1c(c2cnccc2)c3C	Training	0
1455	-	O=C(OCC)C3=NOC(c1ccccc1)(c2ccccc2)C3	Training	0
1456	-	O=[N+]([O-])N=C(NC)NCC1COCC1	Training	0
1457	-	O=C(OCCCCCCC(C)C)C1CCCCC1(C(=O)OCCCCCCC(C)C)	Training	0
1458	-	O=C(OC)N(OC)c1ccccc1COc2nn(cc2)c3ccc(cc3)Cl	Training	0
1459	-	O=C(O)C(N2C(=O)c1ccccc1S2)C(C)CC	Training	0
1460	-	O=C(N)C4(c1cccc(c1)Sc2ccc(cc2)n3ccnc3C)(CCOCC4)	Training	0
1461	-	O=C(N)N(O)C3C=CC(Oc2cccc(Oc1ccc(F)cc1)c2)C3	Training	0
1462	-	O=C(c1ccc(cc1)c2ccc(cc2C)c3nnc(o3)C)N7c6cc4c(OCC45(CCN(CC)CC5))cc6CC7	Training	0
1463	-	O=C(OC)c1ccccc1S(=O)(=O)NC(=O)N2N=C(OCCC)N(C2(=O))C	Training	0
1464	-	O=C(NS(=O)(=O)c1ccccc1(OC(F)(F)F))N2N=C(OC)N(C2(=O))C	Training	0
1465	-	O=C(NC5(c1ccccc1)(CCN(CCC3(OCCN(C(=O)c2ccccc2)C3)(c4ccc(F)c(F)c4))CC5))N(C)C	Training	0
1466	-	O=C(NC1c2cc(ccc2(OC(C)(C)C1(O)))C(=O)C)c3ccc(F)cc3	Training	0
1467	-	O=C(NC(Cc1ccccc1)C(O)C(=O)N2CC(O)C(O)C2)c3cc4cc(ccc4([nH]3))Cl	Training	0
