id	cas	smiles	status	exp values	predicted
5304		N(c1ccc(c(c1)Cl)Cl)=C2N(CCC)CCC2	Training	0.89	-0.0109021394
5305		O=C(NC(OCCCC)C(Cl)(Cl)Cl)c1ccccc1(O)	Training	1.35	0.9931958762
5306		n2c1ccccc1sc2SNC3CCCCC3	Training	1.3	1.1361153162
5307		O=C1c2ccccc2(C(=O)N1CSP(OC)(OCCC)=S)	Training	-0.58	-0.8535141685
5308		O=C1c2ccccc2(C(=O)N1(OP(OCC)(OC(C)C)=S))	Training	-0.12	-0.703437431
5309		O=CC23(OC1CC=CCC1C3(CC=CC2))	Training	0.99	1.2252335996
5310		O=C(NCCN1CCOCC1)c2ccc(cc2)Cl	Training	0.42	0.6315029729
5311		O=C(CCc1ccc(cc1)Cl)C(C)(C)C	Training	1.15	0.8343187362
5312		O=C(OCC)CCCOc1ccc(cc1C)Cl	Training	0.74	0.333630067
5313		Fc1cccc(c1)C(OCC)C2=NCCCN2	Training	0.63	0.2252638836
5314		C#CCN(C)C(C)Cc1ccccc1	Training	0.24	-0.4853874
5315		O=C(Oc1ccccc1C2CCCC2)NC	Training	-0.07	0.1745497235
5316		O=C(Oc1ccccc1C2OC(C)C(O2)C)NC	Training	-0.62	-0.6944430457
5317		OC2CCC(NCc1cc(cc(c1(N))Br)Br)CC2	Training	1.01	0.7921271764
5318		O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))CC3CCCC3	Training	0.42	0.8199104723
5319		O=C(C)CNC(C)(C)Cc1ccc(cc1)Cl	Training	0.02	0.0218178397
5320		O=C(Nc1ccc(cc1)Cl)C(C)(C)CCC	Training	1.04	1.2703548923
5321		O=C(Oc1cc(ccc1Cl)C(C)(C)CC)NC	Training	-0.53	-0.8325048783
5322		N1=C(NCCC1)C(OCC)c2ccccc2	Training	0.85	0.4856691972
5323		O=C2c1[nH]c(nc1N(C(=O)N2CC=C)CCCC)C	Training	-1.04	-0.1711390606
5324		O=C(c1ccc(OCCC)c(OC)c1CC)S	Training	0.58	0.7456462994
5325		O=C(Nc1ccc(N=C(N(C)C)C)cc1)COC	Training	1.22	-0.7616337966
5326		O=C(c1ccccc1(OCCO))N(CC)CC	Training	0.5	0.6004349793
5327		O=CNNc1ccc(OCCCCCC)cc1	Training	0.48	0.8972137549
5328		O(OC(C)(C)C)C(c1ccccc1)(C)C	Training	1.35	0.8712285327
5329		O=C2c1c(ncn1CC(O)CN(C)CCO)N(C(=O)N2C)C	Training	1.51	0.4445260812
5330		OC(C)CNC(C)(C)Cc1ccccc1	Training	0.23	0.0611228312
5331		Oc1ccc(cc1CO)C(O)CNC(C)(C)C	Training	0.44	-999
5332		O(C)P(CC)(=S)Sc1ccc(cc1)C(C)(C)C	Training	-0.2	-0.5950781643
5333		O=C(NC2CCC3C1CCC(C1)C23)N(C)C	Training	0.86	0.9694943745
5334		O=C1C=C(OP(OCC)(OCC)=S)C=C(N1CCC)C	Training	-1.51	-999
5335		n1c(OP(OCC)(OCC)=S)cc(nc1N(CC)CC)C	Training	-0.38	0.059200232
5336		O=C(OCCCCCCCCCC)C=C	Training	1.48	1.7272416319
5337		N(C)(C1CCCCC1)C2CCCCC2	Training	0.36	0.6585208304
5338		O=C(OCC(C)(COC(=O)NCCCC)CCC)N	Training	0.58	0.5758306516
5339		OCCOCCOC(CC(C)C)CC(C)C	Training	1.57	1.1340210366
5340		Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	-1.65	0.4187133933
5341		O=[N+]([O-])c2ccc(Oc1ccc(cc1[N+](=O)[O-])C(F)(F)F)cc2	Training	1.44	0.7219652135
5342		O=C(Nc1ccc(cc1)Br)c2cc(cc(c2(O))Br)Br	Training	-0.04	0.2135456464
5343		n2nc(Oc1ccccc1)c3ccccc3(c2)	Training	0.65	0.8149876885
5344		O=C1c3ccccc3(C(=O)c2c(N)ccc(N)c12)	Training	1.39	0.852609995
5345		O=C(c1ccccc1)SC(=O)c2ccccc2	Training	1.32	1.1109466322
5346		O=C(O)c2cc(O)c(O)c(OC(=O)c1cc(O)c(O)c(O)c1)c2	Training	0.85	0.6040418669
5347		O=P(Oc1ccc(cc1Cl)Cl)(Oc2ccc(cc2Cl)Cl)OCC	Training	1.18	-0.7915448403
5348		N(OC)=C(c1ccc(cc1Cl)Cl)Cc2cnccc2	Training	0.76	0.4785731087
5349		OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C	Training	0.27	0.7123441091
5350		O=C(Nc1ccc(cc1)c2ccccc2)CF	Training	-1.36	0.555286399
5351		O=[N+]([O-])c2ccc(C=Cc1ccc(N)cc1S(=O)(=O)O)c(c2)S(=O)(=O)O	Training	1.55	1.4706643921
5352		n2c1ccc(cc1sc2c3ccc(N)cc3)C	Training	1.37	0.976892635
5353		O=C(c1ccccc1)c2ccc(OC)cc2	Training	1.37	1.2289742725
5354		O=C(OCc1ccccc1)c2ccccc2	Training	0.9	1.1420363067
5355		O=C(Oc1ccc(cc1)C)c2ccccc2(O)	Training	0.76	0.9454459383
5356		O=C(OCc1ccccc1)c2ccccc2(O)	Training	0.99	0.9356892524
5357		O=C(c1ccc(O)c(O)c1(O))Cc2ccc(O)c(O)c2	Training	0.86	0.8115172253
5358		N#Cc1ccc(cc1)C3n2cncc2CCC3	Training	-0.11	0.3868218582
5359		O=C(OCC)c2noc(c2(C(=O)c1ccccc1))C	Training	0.59	0.6484785194
5360		c1ccc(cc1)Cc2ccccc2C	Training	1.22	1.0211463929
5361		N(=Nc1cccc(c1)Br)c2ccc(cc2)N(C)C	Training	1.63	0.5561049769
5362		N1=C(NCC1)Cc3cccc2ccccc23	Training	0.66	0.2383513141
5363		O=C(Nc1ccc(cc1)c2ccc(N)cc2)C	Training	0.86	-999
5364		O=[N+]([O-])c2ccc(OP(OCC)(c1ccccc1)=S)cc2	Training	-1.66	-1.3305127178
5365		O=C(OCC=C)c1ccccc1(C(=O)OCC=C)	Training	0.43	1.4472256571
5366		O=S(=O)(O)c2ccc(N=Nc1ccc(cc1)N(C)C)cc2	Training	-0.74	1.2943730757
5367		c1ccc(cc1)P(c2ccccc2)CC	Training	0.37	-0.2611371365
5368		O(C)[Si](OC)(c1ccccc1)c2ccccc2	Training	1.03	0.8385847392
5369		O=C2OC(C=CC=1C=CCCC=1)CC(OC)=C2	Training	1.84	-999
5370		c1cc(cc2c1[nH]cc2CC3CCNCC3)Br	Training	-1.07	-0.1396421256
5371		O=C1c2ccccc2(C(=O)N1C(CBr)SP(OCC)(OCC)=S)	Training	-1.39	-0.6869097691
5372		O=C(NNC(C)Cc1ccccc1)c2noc(c2)C	Training	-0.46	0.4066691725
5373		O(c1cccc2C=CCc12)CC3OCCNC3	Training	0.27	0.5243657097
5374		O=C(OCC(C)C)CCCOc1ccc(cc1Cl)Cl	Training	-0.01	0.5159518154
5375		Nc1ccc2c(c1)c3c(n2CC)CCCC3	Training	-0.1	0.3710268864
5376		Nc1cccc2c1n(c3c2CCCC3)CC	Training	0.64	0.1151943652
5377		O=C(c1cc(OC)c(OC)c(OC)c1)N2CCOCC2	Training	0.81	0.3746848492
5378		O=C(N(c1c(cccc1C)C)COC(C)C)CCl	Training	0.56	0.6629031198
5379		OC(c2cn(c1ccccc12)CC)CN(C)C	Training	-0.46	-0.0848056614
5380		N#Cc1ccccc1(OCC(O)CNC(C)(C)C)	Training	0.35	0.5351736907
5381		O=CC(C)Cc1ccc(cc1)C(C)(C)C	Training	0.83	1.2556455996
5382		c1cc(c(cc1Cl)Cl)C(CN(C)C)C(C)CC	Training	0.32	0.2333029916
5383		NC(C)C2CCC(c1ccccc1)CC2	Training	0.53	0.0033580676
5384		O=C(OCC)C1=C[N+](=C2N(C1(=O))C(C)CCC2)CC	Training	0.71	0.6026117949
5385		O=C(OC(C)C)C1=C[N+](=C2N(C1(=O))C(C)CCC2)C	Training	0.51	0.6701317787
5386		O=C(c1cc(oc1C)C)N(OC)C2CCCCC2	Training	1.18	-999
5387		O=C(N(c1c(cccc1CC)C)COCC)CO	Training	0.98	0.6063275884
5388		O(c1ccc(cc1COCCN(CC)CC)Br)C	Training	-0.16	0.167505724
5389		O=C(NCCC)C(Nc1ccc(OCC)cc1)C	Training	1.08	1.0721973555
5390		O=C1C=CN(C(=O)C1(CC)CC)CN2CCOCC2	Training	0.86	0.478133417
5391		O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)N=S(C)C	Training	0.69	1.2833350942
5392		O=C(OC1(C#C)(CCCCC1(C(C)CC)))C	Training	0.49	1.2918333002
5393		O=C(OCCOCCOCCOC(=O)C(=C)C)C(=C)C	Training	1.58	0.693931888
5394		O=C(OCCOCCOCCOCCOC(=O)C=C)C=C	Training	0.43	1.0412849703
5395		O=C1C(OC)=C(OP(OCC(C)C)(OCC(C)C)=S)C=NN1C	Training	-0.43	-1.7556880766
5396		O=C(O)C(=N)NC1CC(N)C(OC1(C))OC2C(O)C(O)C(O)C(O)C2(O)	Training	1.72	1.649401278
5397		n1ccc(nc1N)OCCN(CCCC)CCCC	Training	0.57	0.92
5398		O=C(OCCCCCCC=CCCCC)C	Training	1.77	1.3141155594
5399		O=C(OCCCC)CC(C(=O)OCCCC)SP(=O)(OC)OC	Training	0.14	-0.2372969448
5400		O=P(OCCCl)(OC(C)P(=O)(OCCCl)OC(C)P(=O)(OCCCl)OCCCl)CCCl	Training	0.65	-999
5401		O=C(NP(=O)(OC)SC)CCCCCCCCCCC	Training	-0.51	-0.0667900862
5402		OCCOC(CC(C)C)CC(C)CC(C)C	Training	1.39	1.3344880541
5403		OCCOCCCCCCCCCCCC	Training	1.3	1.2679507493
5404		[O-][N+](C)(C)CCCCCCCCCCCC	Training	0.67	0.7548260863
5405		O=C(O)c1ccc2C(=O)OC(=O)c3ccc(C(=O)O)c1c23	Training	1.09	1.302638064
5406		O=[N+]([O-])c1cc(c(c(c1)C(F)(F)F)N(c2c(cc(cc2Br)Br)Br)C)[N+](=O)[O-]	Training	-2.46	-2.0237010882
5407		O=C(O)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	0.53	0.7809889397
5408		c1ccc(c(c1)C(c2ccc(cc2)Cl)=C(Cl)Cl)Cl	Training	0.44	-0.0851257274
5409		FC(F)(F)c1nc2ccc(cc2([nH]1))c3ccccc3	Training	-0.58	-0.6014730336
5410		O=C1C=CC(=O)N1c2ccc(c(c2)N3C(=O)C=CC3(=O))C	Training	0.93	0.4971367918
5411		O=C(c1cnccc1)N2C(=NCC2)Nc3c(cccc3Cl)Cl	Training	-0.62	-999
5412		Oc1c(cc(cc1Cl)C(c2cc(c(O)c(c2)Cl)Cl)(C)C)Cl	Training	1.31	-999
5413		O=C(O)c2cc(ccc2(C(=O)c1ccccc1))C	Training	1.37	1.2370697951
5414		O=[N+]([O-])c2cccc1nc3cccc(c3(cc12))N(C)C	Training	-1.1	-0.8586495953
5415		O=C(c1ccccc1)c2ccc3n2CCC3(C(=O)O)	Training	-0.3	-0.4978997479
5416		O=C(OCCc1ccccc1)c2ccccc2	Training	1.34	1.3115627118
5417		OC3CCN(c1nnc(cc1)c2ccc(cc2Cl)Cl)CC3	Training	-0.03	-999
5418		O=C(Nc2ccc(Oc1ccc(cc1)Cl)cc2)N(C)C	Training	1.01	0.6724095008
5419		O=C(O)c2cccc(N=Nc1ccc(cc1)N(C)C)c2	Training	1.14	1.0163950517
5420		[O-][N+](=Cc1ccccc1)c2ccc(cc2)CC	Training	0.78	0.7825583691
5421		Oc1ccc(cc1)C(c2ccccc2)(C)C	Training	0.92	0.9887886464
5422		N#Cc1cc(c(OC(=O)CCCCCCC)c(c1)Br)Br	Training	-0.23	0.1115096407
5423		N(=Nc1cccc(c1)C)c2ccc(cc2)N(C)C	Training	0.8	0.700185818
5424		N#CCSCC(=O)NC3(OC)(C(=O)N2C(C(=O)O)=C(CSc1nnnn1C)CSC23)	Training	0.81	1.262286757
5425		C=1C=C(C2=CC(=CC=C(C=12)C)C(C)C)C	Training	0.89	-999
5426		O=C(O)C(Cc1c(cc(c(NC(=O)CCC)c1I)I)I)CC	Training	0.99	0.6676290396
5427		c1cc2c(cc1C)c4c3n2CCNC3CCC4	Training	0.9	0.5254128744
5428		O=S(=O)(O)C=2C=C(C1=CC(=CC=C(C1=2)C)C(C)C)C	Training	1.33	0.56
5429		O=C1OC2CC(C)C3C=CC(=O)C3(C)(C(O)C2(C1(=C)))	Training	-0.32	0.6906127413
5430		O=C(OCC(OCCCC)C)COc1cc(c(cc1Cl)Cl)Cl	Training	0.13	0.0970533529
5431		O=C1OC(=NN1c2ccc(N=C(O)N(C)C)cc2Cl)C(C)(C)C	Training	0.47	1.01
5432		O=C(Oc1cccc2OC(Oc12)(CC)CC)N(C(=O)C)C	Training	0.11	-0.9555535921
5433		O=C(c1ccc(F)cc1)CCCN2CCC(O)CC2	Training	0.9	-0.1450020628
5434		O=C(c1c(cccc1Cl)Cl)N(C(C)CC)C(C)CC	Training	0.68	0.5757941784
5435		N1=C(NCC(C)(C)C1)C(OCC)c2cccc(c2)Cl	Training	-0.47	0.009118285
5436		n1cccnc1N2CCN(CC2)CCCCn3ncc(c3)Cl	Training	-0.02	-999
5437		N#CCCN(C(=O)CSP(OCC)(OCC)=S)c1ccccc1	Training	-1.39	-0.6548062076
5438		O=C(NN1CC2CCCC2(C1))NS(=O)(=O)c3ccc(cc3)C	Training	0.97	1.252335119
5439		n1cc(c(nc1N)N)Cc2cc(OC)c(c(OC)c2)N(C)C	Training	0.67	0.7671127203
5440		O=C(N(c1c(cccc1C)C)COCC(C)C)CCl	Training	0.8	0.5930633155
5441		O=C(N(c1c(cccc1CC)C)C(C)COC)CCl	Training	0.89	0.8398164412
5442		O=C(N(c1c(OC)c(ccc1C)C)COC(C)C)CCl	Training	0.76	0.8318990722
5443		O=C(OCC)C1=CN(C(=O)CC)C2N(C1(=O))C(C)CCC2	Training	1	0.4393775441
5444		O=C(OCC(CC)CCCC)c1ccccc1	Training	1.03	1.7908269495
5445		O=C(CC(C)C)CC2(OC(c1cocc1)CC2)(C)	Training	0.15	1.4657668297
5446		O=C(OCCC)COc1cccc(c1)C(C)(C)C	Training	0.86	0.7336867887
5447		O=C(OCCCCCCCC)c1cc(O)c(O)c(O)c1	Training	0.84	1.0512765465
5448		c1ccc(cc1)CC(N2CCCC2)CCC	Training	0.04	0.0232336481
5449		O=C(OC)n2nc1c(C(=O)N(C(=O)N1CCCC)CCC)c2(NC)	Training	0.85	-999
5450		Oc1cccc(c1)C2(CN(C)CCCC2)(CC)	Training	0.67	-999
5451		Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C	Training	0.61	0.5701382958
5452		Oc1cc(ccc1CCCCCCCC)C	Training	1.26	1.1910549702
5453		O=P(OCCCCC)(OCCCCC)OCCCCC	Training	1.88	1.1633345759
5454		O=C(Nc2c1[nH]c(nc1c(c(c2Cl)Cl)Cl)C(F)(F)F)c3ccccc3	Training	-0.61	-0.5490029674
5455		O=C2OC=4c1ccccc1S(=O)(=O)N(C=4(C(=O)N2c3ncccc3))C	Training	0.6	-0.5055884579
5456		Oc2cc1c4cc5OCOc5(cc4(c[n+]3c1c(c2)CC3))	Training	-0.47	-999
5457		O=C(O)C(c1ccc2oc(nc2(c1))c3ccc(F)cc3)C	Training	0.26	-0.1388223231
5458		N(=Cc1occc1)c3ccc(N=Cc2occc2)cc3	Training	0.66	1.0029516185
5459		O=C1C=C(Oc2ccccc12)C(=O)Nc3ccc(cc3)S(=O)(=O)N	Training	1.16	1.0158292099
5460		Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)C(c3ncnc(c3(F))Cl)C	Training	0.68	-999
5461		O=C(O)c1nn(c2ccccc12)Cc3ccc(cc3C)Cl	Training	1.12	0.6543433819
5462		O=C(OCC=Cc1ccccc1)c2ccccc2	Training	1.23	1.2866372432
5463		O=C(O)CCC(=O)c1ccc(cc1)c2ccccc2	Training	-0.1	0.3432436903
5464		O3C(c1ccccc1)=C(c2ccccc2)SCC3	Training	1.07	1.3100018805
5465		O=[N+]([O-])C(CC)C(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	-0.03	0.5944606936
5466		O=C(O)CCC(=O)Nc1ccc(cc1)NS(=O)(=O)c2ccc(cc2)[N+](=O)[O-]	Training	0.58	0.920828089
5467		O=C2Nc1ccccc1C(c3ccccc23)N(C)C	Training	0.9	0.7343826206
5468		O=C(Oc1cccc(c1)NC(=O)OC)Nc2cccc(c2)C	Training	1.12	-999
5469		O=C(OCC)Cc1ccc(cc1)c2ccccc2	Training	0.21	-999
5470		Oc1c(ncc(c1CCl)CSSCc2cnc(c(O)c2CCl)C)C	Training	0.96	1.0038617312
5471		Nc1ccc3c(c1)c2ccccc2n3CCCC	Training	0.54	0.0770132616
5472		O=C(O)C3N2C(=O)C(NC(=O)Cc1ccccc1)C2SC3(C)(C)	Training	1.29	1.0624286141
5473		n2c1ccc(cc1[s+]c3cc(ccc23)N(C)C)N(C)C	Training	0.57	-0.259697301
5474		O=C(NN=C(C)C)CSc2ncnc(Oc1ccc(cc1)C)c2	Training	0.44	0.2688325103
5475		O(C(c1ccccc1)C)C(c2ccccc2)C	Training	1.64	0.9250306739
5476		O=C(O)C2c1ccc(cc1CC2)C3CCCCC3	Training	-0.03	-0.2118362807
5477		O=C(O)CCCc2nc1cc(ccc1n2C)N(CCCl)CCCl	Training	-0.29	-1.1546970436
5478		O=[N+]([O-])c1cnc(n1C)C(O)c2c(OC)ccc(O)c2C(C)(C)C	Training	1.31	-999
5479		OC(COc1cccc2ccccc12)CNC(C)C	Training	0.2	0.4779663492
5480		O=C(OCCCCCC(C)C)COc1ccc(cc1Cl)Cl	Training	0.47	0.139571991
5481		O=C(N(C(c1ccccc1)=C(C)C)CCOCC)CCl	Training	0.52	0.7821225922
5482		O=C(OCC)c1ccc(OC(=O)CCCCCNC(=N)N)cc1	Training	1.19	0.9343674631
5483		O(CC(CC)CCCC)C(c1cccc(c1)Cl)CBr	Training	-0.14	-0.12850417
5484		O=C2Nc1cccc(c1C2)CCN(CCC)CCC	Training	0.13	0.5810704
5485		O=C2c1c([nH]c(c1CC)C)CCC2CN3CCOCC3	Training	-0.08	-0.1245387154
5486		O=C(NCCCCCCNC(=O)n1nc(cc1)C)n2nc(cc2)C	Training	1.16	1.18
5487		O=C(N(c1ncccc1)C(C)CN2CCCCC2)CC	Training	0.52	1.1231952535
5488		O=C(Oc1cc(c(OCCN(C)C)cc1C)C(C)C)C	Training	0.37	-0.1973717618
5489		Oc1ccc(cc1C(C)(C)CC)C(C)(C)CC	Training	0.15	0.8892982881
5490		Oc1cc(c(O)cc1C(C)(C)CC)C(C)(C)CC	Training	0.9	0.8794601909
5491		O=C1OC(=O)C(C(=CC(C)CC(C)CC(C)C)C)C1	Training	0.98	0.7743793902
5492		O=C1OCCCCCCCCC=CCCCCC1	Training	0.13	1.666014675
5493		OCC3OC(N1CCN(CC1)C2OC(CO)C(O)C(O)C2(O))C(O)C(O)C3(O)	Training	1.86	1.8382582956
5494		CCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl	Training	0.75	-999
5495		O=C(N(CCO)CCO)CCCCCCCCCCC	Training	0.97	-999
5496		O=C(NP(=O)(OC)SC)CCCCCCCCCCCCC	Training	-0.55	-0.4094031527
5497		O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)CC5	Training	-1.81	-0.0884444231
5498		Fc1ccc(cc1)C3(OC3(c2ccccc2Cl))(Cn4ncnc4)	Training	1.18	0.3970355731
5499		O=C(O)c3ccccc3(C(=O)Nc1ccc(cc1)S(=O)(=O)Nc2nccs2)	Training	0.7	1.0146574102
5500		O=C(O)C(C)CC(=O)c1ccc(cc1)c2ccc(F)cc2(F)	Training	-0.36	-0.0917357687
5501		O=C(Nc2cc(nn2(c1ccccc1))C)c3ccccc3(O)	Training	0.65	0.5525980716
5502		O=C(Oc1ccc(cc1)NC(=O)C)c2ccccc2(OC(=O)C)	Training	1.05	0.8426314387
5503		O=C(c1ccc(cc1)CCCC)c2ccccc2(F)	Training	0.49	0.3931289645
5504		c1ccc(cc1)c3cc(c2ccccc2)[n+](n3C)C	Training	-0.24	-999
5505		O3c1ccccc1C(=CCCN)c2ccccc2C3	Training	0.53	0.2575761485
5506		Oc2ccccc2(C=NCC(N=Cc1ccccc1(O))C)	Training	1.21	0.700712128
5507		N#CCCC2C(=O)CC3c1cc4OCOc4(cc1CCN3(C2))	Training	0.67	0.2688627241
5508		O=S(c1nc2cc(OC)ccc2([nH]1))Cc3ncc(c(OC)c3C)C	Training	0.81	0.2092123054
5509		O(CC)P(OCC)(=S)SC(c1ccccc1)c2ccc(cc2)Cl	Training	1.41	-0.3306877607
5510		O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCN(C)CC3)CC	Training	0.77	0.6371995467
5511		N1=C(NCCC1)C(OCC)c3cccc2ccccc23	Training	0.15	0.1542617429
5512		O=C(O)C3N2C(=O)C(NC(=O)COc1ccc(cc1)C)C2SC3(C)(C)	Training	0.67	0.9164883422
5513		N=[N+]=NC1CCC5(O)(C4N(C)CCC25(c3c(OC12)c(O)ccc3C4))	Training	-0.24	-0.2165511389
5514		O=C(N=NCc1c(nc2n1CCS2)c3ccc(cc3)C)CN(C)C	Training	0.37	-999
5515		Oc1ccc(cc1)CCNC(C)C(O)c2ccc(O)cc2	Training	0.76	0.7348883727
5516		OC1C=CC24(c3c(OC2(C1))c(OC)ccc3CN(C)CC4)	Training	-0.69	-0.2550351634
5517		O=C(C=Cc1cc(OC)c(OC)c(OC)c1)NC(C#C)(C)C	Training	0.27	0.6205867364
5518		c1ccc(cc1)N(Cc2ccccc2)CCN(C)C	Training	0.01	0.3777083557
5519		O=C1OC(CN1C)CCN3CC=C(c2ccccc2)CC3	Training	0.07	-0.004819632
5520		O=C(OCN1C(=O)N(CC#C)CC1(=O))C2C(C=C(C)C)C2(C)(C)	Training	0.45	-999
5521		O=C(NCCC)c2c(nc(c1cc(OC)c(OC)c(OC)c1)s2)C	Training	1.2	1.2733883504
5522		O=C1C=CC(=NN1CSP(OC(C)C)(OC(C)C)=S)c2ccccc2	Training	1.8	-0.2664311767
5523		O=C1Oc2c(OCC(O)CNC(C)(C)C)ccc(c2(C=C1))C	Training	0.3	0.3091040617
5524		O=Cc1cc2c(cc1CC)C(C)(C)CCC2(C)C	Training	1.12	0.398778266
5525		O=C(Oc2cccc1c2(OC(C)(C)C1))N(C(=O)C[N+](C)(C)C)C	Training	-1.03	-1.1520223638
5526		O=C(OC2(c1ccccc1)(CCN(C)CC2(CC)))CC	Training	-0.25	-0.1716599357
5527		O=C2c1cccc(OCC(O)CNC(C)(C)C)c1CCC2	Training	0.33	0.8796866617
5528		O=C(OC1(C)(CC(C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2)C))C	Training	-3.33	-999
5529		O=C(N(c1c(cccc1CC)CC)CCOCCC)CCl	Training	0.85	0.8399117559
5530		O=C(N(c1c(cccc1CC)CC)COCCCC)CCl	Training	0.75	0.6655281874
5531		O=C(OCCCOC(C)COCCCOC)c1ccccc1	Training	1.25	1.4003180686
5532		O=C1C(=C(O)CC(C1)C2CCCSC2)C(=NOCC)CCC	Training	1.08	0.6885634426
5533		O(c1ccc(cc1Cl)C(CN(C)C)C(C)CC)CCC	Training	0.4	0.3225785281
5534		O(c1ccc(cc1)CCCCCCC(C)C)CC	Training	1.35	0.9465199321
5535		OCCOc1ccc(cc1)CCCCCCCCC	Training	0.61	1.0290867627
5536		O=P(OCC)(OCC)C(Sc1ccccc1)(SCC)P(=O)(OCC)OCC	Training	-1.28	-999
5537		O(OC1(OOC(C)(C)C)(CC(C)CC(C)(C)C1))C(C)(C)C	Training	1.63	1.5328762137
5538		O=C1c5c(O)cccc5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	-0.43	-999
5539		OC(c1cnccc1)(c2ccc(cc2)Cl)c3ccc(cc3)Cl	Training	1.18	0.78772216
5540		c1ccc(cc1)c3ccccc3(c2ccccc2)	Training	0.92	0.7916866165
5541		O=C(c2ccc3c1ccccc1Cc3(c2))Cn4cncc4	Training	1.22	0.6340266652
5542		O=C(O)CCc1nc(c(o1)c2ccccc2)c3ccccc3	Training	1.18	-999
5543		O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3	Training	1.03	0.4498309344
5544		O=S(=O)(O)c2ccc3cc(c(O)c(N=Nc1ccc(cc1C)C)c3(c2))S(=O)(=O)O	Training	1.68	1.3875289197
5545		O=C(OC)Nc3nc4ccc(Oc1ccc2nc(NC(=O)OC)[nH]c2(c1))cc4([nH]3)	Training	-0.3	0.4820816879
5546		O=C1Oc3ccccc3(C(O)=C1C(c2ccccc2)CC)	Training	-0.15	-0.7761748579
5547		O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)Sc3ccc(c(c3)Cl)Cl	Training	-1.2	-1.1558174716
5548		O=C3N(c1ccc(cc1C4c2ccccc2CCN4(C3))Cl)C	Training	0.74	0.6402490226
5549		Nc1ccc(cc1)N(c2ccccc2)c3ccc(N)cc3	Training	0.08	0.675002739
5550		O=C(N=C1C=C(N(N1c2ccccc2)C)C)c3ccccc3(O)	Training	0.62	0.6524585148
5551		O=C(Oc2cccc1c2(OC(C)(C)C1))NCSc3ccc(cc3)Br	Training	-1.21	-0.9353070228
5552		O=C(Oc2cccc1c2(OC(C)(C)C1))NCSc3ccc(cc3)Cl	Training	-1.16	-0.9550233924
5553		O(C2=Cc1ccccc1Sc3ccc(cc23)Cl)CCN(C)C	Training	-0.03	-0.2376867003
5554		O=C(OCCOCCO)c2ccccc2(Nc1cccc(c1)C(F)(F)F)	Training	-0.1	0.1931325675
5555		O=C2c3cc(ccc3(Oc1ccccc1N2CCCN(C)C))[N+](=O)[O-]	Training	0.69	0.7833106909
5556		OC(c1ccccc1)(c2ccc(cc2)Cl)C3NCCCC3	Training	0.07	-999
5557		FC(F)(F)c2nc1c(cccc1C(F)(F)F)c(c2)C(O)CCNC(C)(C)C	Training	0.72	0.2481580179
5558		O=C(O)C2=CN1c3c(OCC1C)c(c(F)cc3(C2(=O)))N4CCN(C)CC4	Training	0.61	0.6892673517
5559		O=C3c1ccccc1N(c2ccccc2N3CCN(C)C)C	Training	-0.18	-0.0079631046
5560		O=C(OC(C)CCCCC)COc1ccc(c2cccnc12)Cl	Training	0.52	0.2596949176
5561		O=C3c1c(ncn1CCNC(C)Cc2ccccc2)N(C(=O)N3C)C	Training	-0.58	0.561899416
5562		c1ccc(cc1)C(NCCNC(c2ccccc2)C)C	Training	0.68	-0.1288823087
5563		O=C(NC2CC1N(C)C(CCC1)C2)c3nn(c4ccccc34)C	Training	0	0.5754279483
5564		O=C1OC3CCN2CC=C(COC(=O)C(O)(CO)C(C)CC1(=CC))C23	Training	-1.01	-0.7067061894
5565		O=C(OCCN(CCOC(=O)C(=C)C)CCOC(=O)C(=C)C)C(=C)C	Training	1.5	1.2283600263
5566		O=C(Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C)CCC	Training	0.93	0.8101851539
5567		O=C(OCC#C)C=C(C=CCC(C)CCCC(C)C)C	Training	1.25	0.9871938927
5568		O=S(CCCCCCCC)C(C)Cc1ccc2OCOc2(c1)	Training	0.79	0.9414384563
5569		O=C(NC(C1OC(C(OP(=O)(O)O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2	Training	0.56	0.5205183569
5570		O=C(CCCCCCCCCCCCCCCCC)Cl	Training	1.39	1.4942639379
5571		OCCOCCN(CCOCCO)CCN(CCOCCO)CCOCCO	Training	1.38	1.278819831
